Job Title,Job Description,Platform,OnSite/Remote/Hybrid,Country,Salary Min,Salary Max,Candidates,Company,Selected_for_interview,Rejected,Hired,Started,Role_start_date,Candidate_start_date,Started Salary,Currency,Over_budget,Recruiter,Hiring Manager,Language required
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Hybrid,Romania,4500,9500,80,Apple,64,45,19,5,1/1/2024,11/12/2024,7810,RON,No,Marian Todorov,Ivan Stoica,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Remote,Bulgaria,2300,4800,95,IBM,76,53,23,6,8/10/2024,10/25/2024,2601,BGN,No,Marian Toma,Ivan Todorov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Onsite,Bulgaria,2600,8300,10,Amazon,8,6,2,1,8/23/2024,11/27/2024,5151,BGN,No,Martin Borisov,Ivan Toma,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Google,Hybrid,Bulgaria,2600,8300,2,Cisco,2,1,0,0,2/28/2024,9/23/2024,3494,BGN,No,Martin Borisov,Marian Borisov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Onsite,Romania,5000,10000,6,Oracle,5,3,1,0,9/10/2024,11/2/2024,8673,RON,No,Martin Constantin,Marian Borisov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Onsite,Romania,4500,9500,76,Intel,61,43,18,5,4/26/2024,6/2/2024,5332,RON,No,Martin Dimov,Marian Borisov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Hybrid,Bulgaria,2600,8300,65,SAP,52,36,16,4,4/18/2024,8/11/2024,3274,BGN,No,Martin Georgescu,Marian Constantin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Remote,Romania,5000,10000,48,Adobe,38,27,12,3,2/1/2024,7/30/2024,7057,RON,No,Martin Ionescu,Marian Dumitru,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",LinkedIn,Hybrid,Romania,4500,9500,34,Atos,27,19,8,2,3/16/2024,8/4/2024,7124,RON,No,Martin Ivanov,Marian Dumitru,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Remote,Romania,4500,9500,49,Eviden,39,27,12,3,8/18/2024,9/26/2024,5108,RON,No,Martin Ivanov,Marian Georgiev,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Romania,4500,9500,34,NTT Data,27,19,8,2,3/10/2024,9/6/2024,4696,RON,No,Martin Marin,Marian Ionescu,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",bestjobs.eu,Remote,Romania,5000,10000,15,Accenture,12,8,4,1,3/12/2024,7/1/2024,6240,RON,No,Martin Marin,Marian Ionescu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Remote,Romania,4500,9500,59,Salesforce,47,33,14,4,2/29/2024,4/23/2024,8739,RON,No,Martin Marin,Marian Ivanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Remote,Bulgaria,2300,7500,17,Dell Technologies,14,10,4,1,6/7/2024,7/18/2024,2559,BGN,No,Martin Petrov,Marian Kirov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",ejobs.ro,Remote,Romania,4500,9500,28,Hewlett Packard,22,16,7,2,11/27/2024,12/27/2024,7943,RON,No,Martin Petrov,Marian Kirov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Onsite,Romania,5000,10000,91,TCS,73,51,22,6,10/10/2024,12/25/2024,8552,RON,No,Martin Petrov,Marian Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Jobs.bg,Remote,Bulgaria,3000,5000,1,Capgemini,1,1,0,0,6/2/2024,8/19/2024,4236,BGN,No,Martin Radu,Marian Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Remote,Bulgaria,3000,5000,82,DXC Technology,66,46,20,5,2/29/2024,9/18/2024,5918,BGN,Yes,Martin Radu,Marian Nikolov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Romania,4500,9500,58,Infosys,46,3,14,4,5/20/2024,7/10/2024,7124,RON,No,Martin Radu,Marian Popescu,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Onsite,Bulgaria,3000,5000,36,Cognizant,29,20,9,2,4/19/2024,9/20/2024,4495,BGN,No,Martin Radu,Marian Radu,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Onsite,Romania,4500,9500,28,Fujitsu,22,16,7,2,5/24/2024,11/30/2024,6758,RON,No,Martin Todorov,Marian Stoica,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Jobs.bg,Remote,Romania,4500,9500,72,VMware,58,40,17,4,8/18/2024,11/18/2024,5583,RON,No,Martin Todorov,Marian Stoyanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Hybrid,Bulgaria,2300,7500,9,SAP,7,5,2,1,5/29/2024,11/12/2024,3921,BGN,No,Martin Vasiliev,Marian Stoyanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Hybrid,Bulgaria,2500,6200,73,Hitachi,58,41,18,5,1/26/2024,9/2/2024,2929,BGN,No,Martin Vasiliev,Marian Todorov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Jobs.bg,Onsite,Bulgaria,3000,5000,71,Nokia,57,40,17,4,1/13/2024,3/14/2024,3400,BGN,No,Mihai Borisov,Marian Todorov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Remote,Romania,4500,9500,53,Ericsson,42,30,13,3,2/27/2024,11/8/2024,4657,RON,No,Mihai Borisov,Marian Todorov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Hybrid,Bulgaria,2200,5700,100,Wipro,80,56,24,6,6/7/2024,10/16/2024,2445,BGN,No,Mihai Dumitru,Marian Toma,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",bestjobs.eu,Onsite,Bulgaria,2600,8300,15,VMware,12,8,4,1,2/4/2024,9/8/2024,3311,BGN,No,Mihai Dumitru,Marian Toma,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Romania,4500,9500,36,Red Hat,29,20,9,2,9/21/2024,11/26/2024,7555,RON,No,Mihai Georgescu,Marian Vasiliev,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Onsite,Bulgaria,3000,5000,89,ServiceNow,71,50,21,6,10/14/2024,12/9/2024,4495,BGN,No,Mihai Georgiev,Martin Dimov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Hybrid,Romania,4500,9500,9,LG Electronics,7,5,2,1,10/15/2024,11/23/2024,7064,RON,No,Mihai Ionescu,Martin Dimov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Bulgaria,2500,6200,36,Google,29,20,9,2,2/1/2024,8/14/2024,4369,BGN,No,Mihai Ionescu,Martin Dumitru,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Hybrid,Romania,4500,9500,97,Microsoft,2,1,1,0,2/26/2024,12/27/2024,7874,RON,No,Mihai Ionescu,Martin Kirov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Remote,Romania,4500,9500,7,Apple,6,4,2,0,2/9/2024,8/17/2024,7155,RON,No,Mihai Ionescu,Martin Kirov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",ejobs.ro,Onsite,Romania,4500,9500,8,IBM,6,4,2,0,10/17/2024,11/27/2024,8144,RON,No,Mihai Ivanov,Martin Kirov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Jobs.bg,Hybrid,Romania,4500,9500,76,Amazon,61,25,18,5,3/26/2024,8/13/2024,7284,RON,No,Mihai Ivanov,Martin Marin,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Google,Remote,Bulgaria,2600,8300,83,Cisco,66,46,20,5,6/25/2024,8/24/2024,4581,BGN,No,Mihai Ivanov,Martin Nikolov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",bestjobs.eu,Remote,Bulgaria,2200,5700,25,Oracle,20,14,6,2,3/7/2024,9/17/2024,3197,BGN,No,Mihai Kirov,Martin Stoica,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Onsite,Bulgaria,2600,8300,98,Intel,78,55,24,6,9/21/2024,11/3/2024,4130,BGN,No,Mihai Marin,Martin Stoica,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Hybrid,Bulgaria,2300,7500,67,SAP,54,38,16,4,12/2/2024,11/30/2025,4351,BGN,No,Mihai Marin,Martin Todorov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Onsite,Bulgaria,2600,8300,62,Adobe,50,35,15,4,7/14/2024,8/14/2024,4806,BGN,No,Mihai Nistor,Martin Toma,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Jobs.bg,Remote,Romania,4500,9500,92,Atos,74,52,22,6,6/6/2024,10/13/2024,5456,RON,No,Mihai Nistor,Martin Toma,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Onsite,Bulgaria,2500,6200,95,Eviden,76,53,23,6,8/17/2024,10/11/2024,3716,BGN,No,Mihai Petrov,Martin Vasiliev,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Remote,Bulgaria,2300,4800,34,NTT Data,27,19,8,2,4/14/2024,8/8/2024,2738,BGN,No,Mihai Petrov,Martin Vasiliev,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Google,Remote,Bulgaria,2200,5700,32,Accenture,26,18,8,2,2/25/2024,6/25/2024,4043,BGN,No,Mihai Petrov,Mihai Borisov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Onsite,Romania,4000,10000,17,Salesforce,14,10,4,1,7/22/2024,11/5/2024,5463,RON,No,Mihai Popescu,Mihai Borisov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Hybrid,Bulgaria,3000,5000,27,Dell Technologies,22,15,6,2,12/28/2024,11/6/2025,4866,BGN,No,Mihai Popescu,Mihai Constantin,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",bestjobs.eu,Remote,Bulgaria,2300,7500,24,Hewlett Packard,19,13,6,1,2/11/2024,4/23/2024,3792,BGN,No,Mihai Radu,Mihai Dimov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Remote,Romania,4500,9500,6,TCS,5,3,1,0,6/15/2024,12/23/2024,8218,RON,No,Mihai Radu,Mihai Dumitru,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Hybrid,Romania,4500,9500,53,Capgemini,42,30,13,3,2/13/2024,9/23/2024,6536,RON,No,Mihai Radu,Mihai Dumitru,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Hybrid,Bulgaria,2600,8300,62,DXC Technology,50,35,15,1,10/22/2024,12/24/2024,3871,BGN,No,Mihai Stoica,Mihai Dumitru,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Hybrid,Bulgaria,2500,6200,36,Infosys,29,20,8,2,3/25/2024,10/7/2024,3413,BGN,No,Mihai Stoica,Mihai Dumitru,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",ejobs.ro,Onsite,Bulgaria,2500,6200,55,Cognizant,44,31,13,3,10/29/2024,12/7/2024,3555,BGN,No,Mihai Stoica,Mihai Ionescu,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",ejobs.ro,Remote,Romania,4500,9500,26,Fujitsu,21,15,6,2,11/25/2024,12/25/2024,8309,RON,No,Mihai Stoica,Mihai Ionescu,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Hybrid,Bulgaria,2500,6200,25,VMware,20,14,6,2,2/3/2024,3/17/2024,4702,BGN,No,Mihai Stoyanov,Mihai Ivanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",ejobs.ro,Onsite,Bulgaria,2500,6200,22,SAP,18,12,5,1,9/2/2024,11/9/2024,4127,BGN,No,Mihai Todorov,Mihai Kirov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Google,Hybrid,Bulgaria,2600,8300,21,Hitachi,17,12,5,1,5/2/2024,10/26/2024,3602,BGN,No,Mihai Todorov,Mihai Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Jobs.bg,Onsite,Bulgaria,3000,5000,74,Nokia,59,41,18,5,1/28/2024,4/7/2024,4283,BGN,No,Mihai Todorov,Mihai Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Onsite,Bulgaria,3000,5000,33,Ericsson,26,18,8,2,5/7/2024,6/21/2024,4141,BGN,No,Nikola Borisov,Mihai Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Onsite,Romania,5000,10000,61,Wipro,29,20,9,2,8/25/2024,11/15/2024,6642,RON,No,Nikola Borisov,Mihai Nikolov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",LinkedIn,Remote,Romania,4500,9500,41,VMware,33,23,10,3,1/20/2024,2/26/2024,6534,RON,No,Nikola Dimov,Mihai Petrov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",bestjobs.eu,Remote,Bulgaria,2200,5700,48,Red Hat,38,27,12,3,10/18/2024,11/30/2024,2729,BGN,No,Nikola Georgescu,Mihai Popescu,English
